+-------+-----+-----+-----+-----+-----+--------+-----------------------------------------------+-------+--------+---------+--------+--------+--------+--------+--------+-----------+-----------+------------+-----------+
| COUNT | 1XX | 2XX | 3XX | 4XX | 5XX | METHOD |                      URI                      |  MIN  |  MAX   |   SUM   |  AVG   |  P90   |  P95   |  P99   | STDDEV | MIN(BODY) | MAX(BODY) | SUM(BODY)  | AVG(BODY) |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/player/player/634daacd2                  | 0.428 | 0.428  | 0.428   | 0.428  | 0.428  | 0.428  | 0.428  | 0.000  | 826.000   | 826.000   | 826.000    | 826.000   |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/player/player/21d52a4fe                  | 0.424 | 0.424  | 0.424   | 0.424  | 0.424  | 0.424  | 0.424  | 0.000  | 2314.000  | 2314.000  | 2314.000   | 2314.000  |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/player/player/2ee08f905                  | 0.416 | 0.416  | 0.416   | 0.416  | 0.416  | 0.416  | 0.416  | 0.000  | 1888.000  | 1888.000  | 1888.000   | 1888.000  |
| 1     | 0   | 1   | 0   | 0   | 0   | POST   | /api/organizer/competition/9fa536bf/score     | 0.400 | 0.400  | 0.400   | 0.400  | 0.400  | 0.400  | 0.400  | 0.000  | 53.000    | 53.000    | 53.000     | 53.000    |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/player/player/32a732110                  | 0.396 | 0.396  | 0.396   | 0.396  | 0.396  | 0.396  | 0.396  | 0.000  | 1942.000  | 1942.000  | 1942.000   | 1942.000  |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/player/player/35f9dd0f3                  | 0.396 | 0.396  | 0.396   | 0.396  | 0.396  | 0.396  | 0.396  | 0.000  | 1744.000  | 1744.000  | 1744.000   | 1744.000  |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/player/player/2b90691b5                  | 0.392 | 0.392  | 0.392   | 0.392  | 0.392  | 0.392  | 0.392  | 0.000  | 1901.000  | 1901.000  | 1901.000   | 1901.000  |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/player/player/3fb1577d2                  | 0.384 | 0.384  | 0.384   | 0.384  | 0.384  | 0.384  | 0.384  | 0.000  | 1737.000  | 1737.000  | 1737.000   | 1737.000  |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/player/player/1bb8edfb9                  | 0.384 | 0.384  | 0.384   | 0.384  | 0.384  | 0.384  | 0.384  | 0.000  | 1946.000  | 1946.000  | 1946.000   | 1946.000  |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/player/player/37c9e7007                  | 0.372 | 0.372  | 0.372   | 0.372  | 0.372  | 0.372  | 0.372  | 0.000  | 1466.000  | 1466.000  | 1466.000   | 1466.000  |
| 12    | 0   | 12  | 0   | 0   | 0   | GET    | /api/player/competition/9fa52cc0/ranking      | 0.012 | 0.068  | 0.372   | 0.031  | 0.048  | 0.068  | 0.068  | 0.016  | 6351.000  | 6351.000  | 76212.000  | 6351.000  |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/player/player/33eab1043                  | 0.368 | 0.368  | 0.368   | 0.368  | 0.368  | 0.368  | 0.368  | 0.000  | 1924.000  | 1924.000  | 1924.000   | 1924.000  |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/player/player/63b727311                  | 0.364 | 0.364  | 0.364   | 0.364  | 0.364  | 0.364  | 0.364  | 0.000  | 1163.000  | 1163.000  | 1163.000   | 1163.000  |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/player/player/5dd9e3726                  | 0.344 | 0.344  | 0.344   | 0.344  | 0.344  | 0.344  | 0.344  | 0.000  | 938.000   | 938.000   | 938.000    | 938.000   |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/player/player/7f7ae36e                   | 0.344 | 0.344  | 0.344   | 0.344  | 0.344  | 0.344  | 0.344  | 0.000  | 2401.000  | 2401.000  | 2401.000   | 2401.000  |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/player/player/37a918944                  | 0.332 | 0.332  | 0.332   | 0.332  | 0.332  | 0.332  | 0.332  | 0.000  | 1369.000  | 1369.000  | 1369.000   | 1369.000  |
| 1     | 0   | 1   | 0   | 0   | 0   | POST   | /api/organizer/competition/9fa53038/score     | 0.324 | 0.324  | 0.324   | 0.324  | 0.324  | 0.324  | 0.324  | 0.000  | 53.000    | 53.000    | 53.000     | 53.000    |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/player/player/2adb2f10b                  | 0.320 | 0.320  | 0.320   | 0.320  | 0.320  | 0.320  | 0.320  | 0.000  | 1649.000  | 1649.000  | 1649.000   | 1649.000  |
| 1     | 0   | 0   | 0   | 1   | 0   | GET    | /api/player/player/1d8c079ca                  | 0.316 | 0.316  | 0.316   | 0.316  | 0.316  | 0.316  | 0.316  | 0.000  | 0.000     | 0.000     | 0.000      | 0.000     |
| 9     | 0   | 9   | 0   | 0   | 0   | GET    | /api/player/competition/9fa53ac2/ranking      | 0.016 | 0.060  | 0.308   | 0.034  | 0.060  | 0.060  | 0.060  | 0.016  | 9873.000  | 9873.000  | 88857.000  | 9873.000  |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/player/player/39db5a910                  | 0.308 | 0.308  | 0.308   | 0.308  | 0.308  | 0.308  | 0.308  | 0.000  | 1737.000  | 1737.000  | 1737.000   | 1737.000  |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/player/player/1d68752e2                  | 0.296 | 0.296  | 0.296   | 0.296  | 0.296  | 0.296  | 0.296  | 0.000  | 1640.000  | 1640.000  | 1640.000   | 1640.000  |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/player/player/18506e9bc                  | 0.292 | 0.292  | 0.292   | 0.292  | 0.292  | 0.292  | 0.292  | 0.000  | 2297.000  | 2297.000  | 2297.000   | 2297.000  |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/player/player/3162d2839                  | 0.288 | 0.288  | 0.288   | 0.288  | 0.288  | 0.288  | 0.288  | 0.000  | 1748.000  | 1748.000  | 1748.000   | 1748.000  |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/player/player/310f53fe5                  | 0.280 | 0.280  | 0.280   | 0.280  | 0.280  | 0.280  | 0.280  | 0.000  | 1940.000  | 1940.000  | 1940.000   | 1940.000  |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/player/player/3a777862b                  | 0.276 | 0.276  | 0.276   | 0.276  | 0.276  | 0.276  | 0.276  | 0.000  | 2204.000  | 2204.000  | 2204.000   | 2204.000  |
| 4     | 0   | 3   | 0   | 1   | 0   | GET    | /api/player/player/6223b3812                  | 0.004 | 0.132  | 0.276   | 0.069  | 0.132  | 0.132  | 0.132  | 0.051  | 39.000    | 872.000   | 2653.000   | 663.250   |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/player/player/2c3b7fee8                  | 0.268 | 0.268  | 0.268   | 0.268  | 0.268  | 0.268  | 0.268  | 0.000  | 1543.000  | 1543.000  | 1543.000   | 1543.000  |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/player/player/5b64dabd8                  | 0.260 | 0.260  | 0.260   | 0.260  | 0.260  | 0.260  | 0.260  | 0.000  | 1531.000  | 1531.000  | 1531.000   | 1531.000  |
| 8     | 0   | 8   | 0   | 0   | 0   | GET    | /api/player/competition/9fa53be3/ranking      | 0.016 | 0.056  | 0.256   | 0.032  | 0.056  | 0.056  | 0.056  | 0.013  | 9384.000  | 9384.000  | 75072.000  | 9384.000  |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/player/player/211e22d78                  | 0.248 | 0.248  | 0.248   | 0.248  | 0.248  | 0.248  | 0.248  | 0.000  | 1931.000  | 1931.000  | 1931.000   | 1931.000  |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/player/player/5745c1c1e                  | 0.248 | 0.248  | 0.248   | 0.248  | 0.248  | 0.248  | 0.248  | 0.000  | 1242.000  | 1242.000  | 1242.000   | 1242.000  |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/player/player/157773f5c                  | 0.240 | 0.240  | 0.240   | 0.240  | 0.240  | 0.240  | 0.240  | 0.000  | 2060.000  | 2060.000  | 2060.000   | 2060.000  |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/player/player/3041b9b7d                  | 0.232 | 0.232  | 0.232   | 0.232  | 0.232  | 0.232  | 0.232  | 0.000  | 1995.000  | 1995.000  | 1995.000   | 1995.000  |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/player/player/5c5a9b542                  | 0.228 | 0.228  | 0.228   | 0.228  | 0.228  | 0.228  | 0.228  | 0.000  | 757.000   | 757.000   | 757.000    | 757.000   |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/player/player/9fa529d3                   | 0.228 | 0.228  | 0.228   | 0.228  | 0.228  | 0.228  | 0.228  | 0.000  | 688.000   | 688.000   | 688.000    | 688.000   |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/player/player/4fb01ac3f                  | 0.228 | 0.228  | 0.228   | 0.228  | 0.228  | 0.228  | 0.228  | 0.000  | 1431.000  | 1431.000  | 1431.000   | 1431.000  |
| 2     | 0   | 2   | 0   | 0   | 0   | GET    | /api/player/player/9fa528c9                   | 0.040 | 0.176  | 0.216   | 0.108  | 0.176  | 0.176  | 0.176  | 0.068  | 672.000   | 785.000   | 1457.000   | 728.500   |
| 4     | 0   | 3   | 0   | 1   | 0   | GET    | /api/player/player/60aef03ed                  | 0.004 | 0.084  | 0.208   | 0.052  | 0.084  | 0.084  | 0.084  | 0.030  | 39.000    | 1251.000  | 3790.000   | 947.500   |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/player/player/637ba25eb                  | 0.208 | 0.208  | 0.208   | 0.208  | 0.208  | 0.208  | 0.208  | 0.000  | 800.000   | 800.000   | 800.000    | 800.000   |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/player/player/62421f941                  | 0.204 | 0.204  | 0.204   | 0.204  | 0.204  | 0.204  | 0.204  | 0.000  | 861.000   | 861.000   | 861.000    | 861.000   |
| 1     | 0   | 0   | 0   | 1   | 0   | GET    | /api/player/player/4a463c0ed                  | 0.204 | 0.204  | 0.204   | 0.204  | 0.204  | 0.204  | 0.204  | 0.000  | 0.000     | 0.000     | 0.000      | 0.000     |
| 4     | 0   | 3   | 0   | 1   | 0   | GET    | /api/player/player/5e60d557c                  | 0.008 | 0.076  | 0.196   | 0.049  | 0.076  | 0.076  | 0.076  | 0.029  | 39.000    | 1725.000  | 5212.000   | 1303.000  |
| 4     | 0   | 3   | 0   | 1   | 0   | GET    | /api/player/competition/9fa53832/ranking      | 0.004 | 0.104  | 0.196   | 0.049  | 0.104  | 0.104  | 0.104  | 0.038  | 39.000    | 14475.000 | 43365.000  | 10841.250 |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/player/player/4ab2640c3                  | 0.196 | 0.196  | 0.196   | 0.196  | 0.196  | 0.196  | 0.196  | 0.000  | 1661.000  | 1661.000  | 1661.000   | 1661.000  |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/player/player/5d02bae4f                  | 0.184 | 0.184  | 0.184   | 0.184  | 0.184  | 0.184  | 0.184  | 0.000  | 848.000   | 848.000   | 848.000    | 848.000   |
| 2     | 0   | 2   | 0   | 0   | 0   | GET    | /api/player/player/9fa527ef                   | 0.020 | 0.160  | 0.180   | 0.090  | 0.160  | 0.160  | 0.160  | 0.070  | 569.000   | 569.000   | 1138.000   | 569.000   |
| 2     | 0   | 2   | 0   | 0   | 0   | GET    | /api/player/player/9fa52a98                   | 0.016 | 0.164  | 0.180   | 0.090  | 0.164  | 0.164  | 0.164  | 0.074  | 584.000   | 687.000   | 1271.000   | 635.500   |
| 23    | 0   | 23  | 0   | 0   | 0   | GET    | /api/organizer/players                        | 0.008 | 0.024  | 0.176   | 0.008  | 0.016  | 0.024  | 0.024  | 0.006  | 3088.000  | 40026.000 | 387654.000 | 16854.522 |
| 4     | 0   | 3   | 0   | 1   | 0   | GET    | /api/player/competition/9fa5365a/ranking      | 0.004 | 0.076  | 0.168   | 0.042  | 0.076  | 0.076  | 0.076  | 0.026  | 39.000    | 14512.000 | 43476.000  | 10869.000 |
| 4     | 0   | 3   | 0   | 1   | 0   | GET    | /api/player/competition/9fa53958/ranking      | 0.004 | 0.076  | 0.168   | 0.042  | 0.076  | 0.076  | 0.076  | 0.026  | 39.000    | 14564.000 | 43632.000  | 10908.000 |
| 4     | 0   | 3   | 0   | 1   | 0   | GET    | /api/player/player/630e46c47                  | 0.000 | 0.064  | 0.164   | 0.041  | 0.064  | 0.064  | 0.064  | 0.024  | 39.000    | 1296.000  | 3925.000   | 981.250   |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/player/player/24dacba05                  | 0.164 | 0.164  | 0.164   | 0.164  | 0.164  | 0.164  | 0.164  | 0.000  | 1540.000  | 1540.000  | 1540.000   | 1540.000  |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/player/player/9fa52800                   | 0.160 | 0.160  | 0.160   | 0.160  | 0.160  | 0.160  | 0.160  | 0.000  | 364.000   | 364.000   | 364.000    | 364.000   |
| 2     | 0   | 2   | 0   | 0   | 0   | GET    | /api/player/player/635535f3e                  | 0.076 | 0.080  | 0.156   | 0.078  | 0.080  | 0.080  | 0.080  | 0.002  | 976.000   | 1060.000  | 2036.000   | 1018.000  |
| 1     | 0   | 1   | 0   | 0   | 0   | POST   | /api/organizer/competition/9fa532e3/score     | 0.148 | 0.148  | 0.148   | 0.148  | 0.148  | 0.148  | 0.148  | 0.000  | 52.000    | 52.000    | 52.000     | 52.000    |
| 2     | 0   | 2   | 0   | 0   | 0   | GET    | /api/player/player/9fa529ad                   | 0.040 | 0.108  | 0.148   | 0.074  | 0.108  | 0.108  | 0.108  | 0.034  | 474.000   | 686.000   | 1160.000   | 580.000   |
| 4     | 0   | 3   | 0   | 1   | 0   | GET    | /api/player/player/614491e6c                  | 0.004 | 0.044  | 0.128   | 0.032  | 0.044  | 0.044  | 0.044  | 0.016  | 39.000    | 1130.000  | 3427.000   | 856.750   |
| 4     | 0   | 3   | 0   | 1   | 0   | GET    | /api/player/competition/9fa52c5b/ranking      | 0.004 | 0.048  | 0.128   | 0.032  | 0.048  | 0.048  | 0.048  | 0.017  | 39.000    | 14486.000 | 43398.000  | 10849.500 |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/player/player/3a09967e3                  | 0.124 | 0.124  | 0.124   | 0.124  | 0.124  | 0.124  | 0.124  | 0.000  | 1837.000  | 1837.000  | 1837.000   | 1837.000  |
| 2     | 0   | 2   | 0   | 0   | 0   | GET    | /api/player/player/9fa5285b                   | 0.036 | 0.088  | 0.124   | 0.062  | 0.088  | 0.088  | 0.088  | 0.026  | 459.000   | 672.000   | 1131.000   | 565.500   |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/player/player/9fa52885                   | 0.092 | 0.092  | 0.092   | 0.092  | 0.092  | 0.092  | 0.092  | 0.000  | 672.000   | 672.000   | 672.000    | 672.000   |
| 4     | 0   | 3   | 0   | 1   | 0   | GET    | /api/player/player/63240c7ff                  | 0.004 | 0.036  | 0.092   | 0.023  | 0.036  | 0.036  | 0.036  | 0.012  | 39.000    | 387.000   | 1198.000   | 299.500   |
| 2     | 0   | 2   | 0   | 0   | 0   | GET    | /api/player/player/9fa5291e                   | 0.004 | 0.088  | 0.092   | 0.046  | 0.088  | 0.088  | 0.088  | 0.042  | 458.000   | 784.000   | 1242.000   | 621.000   |
| 4     | 0   | 3   | 0   | 1   | 0   | GET    | /api/player/competition/9fa53b9c/ranking      | 0.004 | 0.036  | 0.088   | 0.022  | 0.036  | 0.036  | 0.036  | 0.012  | 39.000    | 4474.000  | 13432.000  | 3358.000  |
| 4     | 0   | 3   | 0   | 1   | 0   | GET    | /api/player/competition/9fa53424/ranking      | 0.004 | 0.032  | 0.088   | 0.022  | 0.032  | 0.032  | 0.032  | 0.011  | 39.000    | 13752.000 | 41201.000  | 10300.250 |
| 4     | 0   | 3   | 0   | 1   | 0   | GET    | /api/player/competition/9fa5278c/ranking      | 0.004 | 0.036  | 0.080   | 0.020  | 0.036  | 0.036  | 0.036  | 0.012  | 39.000    | 8901.000  | 26682.000  | 6670.500  |
| 4     | 0   | 3   | 0   | 1   | 0   | GET    | /api/player/competition/9fa52e56/ranking      | 0.000 | 0.044  | 0.080   | 0.020  | 0.044  | 0.044  | 0.044  | 0.016  | 39.000    | 8782.000  | 26326.000  | 6581.500  |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/player/player/9fa52a61                   | 0.076 | 0.076  | 0.076   | 0.076  | 0.076  | 0.076  | 0.076  | 0.000  | 801.000   | 801.000   | 801.000    | 801.000   |
| 4     | 0   | 4   | 0   | 0   | 0   | GET    | /api/player/competition/9fa52aad/ranking      | 0.016 | 0.028  | 0.076   | 0.019  | 0.028  | 0.028  | 0.028  | 0.005  | 9867.000  | 9867.000  | 39468.000  | 9867.000  |
| 4     | 0   | 3   | 0   | 1   | 0   | GET    | /api/player/competition/9fa5302e/ranking      | 0.000 | 0.040  | 0.076   | 0.019  | 0.040  | 0.040  | 0.040  | 0.014  | 39.000    | 8637.000  | 25892.000  | 6473.000  |
| 4     | 0   | 3   | 0   | 1   | 0   | GET    | /api/player/competition/9fa52a92/ranking      | 0.004 | 0.028  | 0.076   | 0.019  | 0.028  | 0.028  | 0.028  | 0.009  | 39.000    | 4354.000  | 13073.000  | 3268.250  |
| 3     | 0   | 3   | 0   | 0   | 0   | GET    | /api/player/player/9fa5282c                   | 0.008 | 0.048  | 0.076   | 0.025  | 0.048  | 0.048  | 0.048  | 0.017  | 568.000   | 671.000   | 1910.000   | 636.667   |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/player/competition/2bc4716b0/ranking     | 0.068 | 0.068  | 0.068   | 0.068  | 0.068  | 0.068  | 0.068  | 0.000  | 14685.000 | 14685.000 | 14685.000  | 14685.000 |
| 4     | 0   | 4   | 0   | 0   | 0   | GET    | /api/player/competition/9fa52408/ranking      | 0.008 | 0.024  | 0.064   | 0.016  | 0.024  | 0.024  | 0.024  | 0.006  | 334.000   | 14474.000 | 43559.000  | 10889.750 |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/player/player/9fa529d7                   | 0.056 | 0.056  | 0.056   | 0.056  | 0.056  | 0.056  | 0.056  | 0.000  | 688.000   | 688.000   | 688.000    | 688.000   |
| 4     | 0   | 3   | 0   | 1   | 0   | GET    | /api/player/competition/9fa532a8/ranking      | 0.000 | 0.024  | 0.052   | 0.013  | 0.024  | 0.024  | 0.024  | 0.009  | 39.000    | 2916.000  | 8769.000   | 2192.250  |
| 4     | 0   | 3   | 0   | 1   | 0   | GET    | /api/player/player/62855defe                  | 0.000 | 0.024  | 0.052   | 0.013  | 0.024  | 0.024  | 0.024  | 0.009  | 39.000    | 503.000   | 1546.000   | 386.500   |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/player/player/629314abf                  | 0.052 | 0.052  | 0.052   | 0.052  | 0.052  | 0.052  | 0.052  | 0.000  | 1011.000  | 1011.000  | 1011.000   | 1011.000  |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/player/player/9fa52930                   | 0.052 | 0.052  | 0.052   | 0.052  | 0.052  | 0.052  | 0.052  | 0.000  | 585.000   | 585.000   | 585.000    | 585.000   |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/player/player/9fa5298b                   | 0.048 | 0.048  | 0.048   | 0.048  | 0.048  | 0.048  | 0.048  | 0.000  | 475.000   | 475.000   | 475.000    | 475.000   |
| 1     | 0   | 1   | 0   | 0   | 0   | POST   | /api/organizer/competition/9fa53832/finish    | 0.048 | 0.048  | 0.048   | 0.048  | 0.048  | 0.048  | 0.048  | 0.000  | 21.000    | 21.000    | 21.000     | 21.000    |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/player/player/63a810e35                  | 0.048 | 0.048  | 0.048   | 0.048  | 0.048  | 0.048  | 0.048  | 0.000  | 1472.000  | 1472.000  | 1472.000   | 1472.000  |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/player/player/632ebade8                  | 0.044 | 0.044  | 0.044   | 0.044  | 0.044  | 0.044  | 0.044  | 0.000  | 1105.000  | 1105.000  | 1105.000   | 1105.000  |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/player/player/9fa527e7                   | 0.044 | 0.044  | 0.044   | 0.044  | 0.044  | 0.044  | 0.044  | 0.000  | 784.000   | 784.000   | 784.000    | 784.000   |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/player/player/9fa52830                   | 0.044 | 0.044  | 0.044   | 0.044  | 0.044  | 0.044  | 0.044  | 0.000  | 458.000   | 458.000   | 458.000    | 458.000   |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/player/player/9fa5281f                   | 0.044 | 0.044  | 0.044   | 0.044  | 0.044  | 0.044  | 0.044  | 0.000  | 669.000   | 669.000   | 669.000    | 669.000   |
| 2     | 0   | 2   | 0   | 0   | 0   | GET    | /api/player/player/9fa528b9                   | 0.004 | 0.036  | 0.040   | 0.020  | 0.036  | 0.036  | 0.036  | 0.016  | 671.000   | 784.000   | 1455.000   | 727.500   |
| 4     | 0   | 3   | 0   | 1   | 0   | GET    | /api/player/player/62fde46db                  | 0.000 | 0.024  | 0.036   | 0.009  | 0.024  | 0.024  | 0.024  | 0.009  | 39.000    | 275.000   | 862.000    | 215.500   |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/player/player/9fa527da                   | 0.036 | 0.036  | 0.036   | 0.036  | 0.036  | 0.036  | 0.036  | 0.000  | 568.000   | 568.000   | 568.000    | 568.000   |
| 1     | 0   | 1   | 0   | 0   | 0   | POST   | /api/organizer/competition/9fa531a2/finish    | 0.036 | 0.036  | 0.036   | 0.036  | 0.036  | 0.036  | 0.036  | 0.000  | 21.000    | 21.000    | 21.000     | 21.000    |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/player/player/9fa52a94                   | 0.036 | 0.036  | 0.036   | 0.036  | 0.036  | 0.036  | 0.036  | 0.000  | 688.000   | 688.000   | 688.000    | 688.000   |
| 2     | 0   | 2   | 0   | 0   | 0   | GET    | /api/player/player/9fa528cc                   | 0.016 | 0.016  | 0.032   | 0.016  | 0.016  | 0.016  | 0.016  | 0.000  | 458.000   | 784.000   | 1242.000   | 621.000   |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/player/player/9fa529e4                   | 0.032 | 0.032  | 0.032   | 0.032  | 0.032  | 0.032  | 0.032  | 0.000  | 475.000   | 475.000   | 475.000    | 475.000   |
| 1     | 0   | 1   | 0   | 0   | 0   | POST   | /api/organizer/player/62f7991a8/disqualified  | 0.032 | 0.032  | 0.032   | 0.032  | 0.032  | 0.032  | 0.032  | 0.000  | 158.000   | 158.000   | 158.000    | 158.000   |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/player/player/9fa5285f                   | 0.032 | 0.032  | 0.032   | 0.032  | 0.032  | 0.032  | 0.032  | 0.000  | 671.000   | 671.000   | 671.000    | 671.000   |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/player/player/9fa52a4f                   | 0.028 | 0.028  | 0.028   | 0.028  | 0.028  | 0.028  | 0.028  | 0.000  | 380.000   | 380.000   | 380.000    | 380.000   |
| 2     | 0   | 2   | 0   | 0   | 0   | GET    | /api/player/player/9fa5281a                   | 0.004 | 0.024  | 0.028   | 0.014  | 0.024  | 0.024  | 0.024  | 0.010  | 568.000   | 671.000   | 1239.000   | 619.500   |
| 1     | 0   | 1   | 0   | 0   | 0   | POST   | /api/organizer/competition/9fa5347f/finish    | 0.028 | 0.028  | 0.028   | 0.028  | 0.028  | 0.028  | 0.028  | 0.000  | 21.000    | 21.000    | 21.000     | 21.000    |
| 2     | 0   | 2   | 0   | 0   | 0   | GET    | /api/player/player/9fa52872                   | 0.004 | 0.020  | 0.024   | 0.012  | 0.020  | 0.020  | 0.020  | 0.008  | 672.000   | 785.000   | 1457.000   | 728.500   |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/player/player/9fa52a1d                   | 0.024 | 0.024  | 0.024   | 0.024  | 0.024  | 0.024  | 0.024  | 0.000  | 585.000   | 585.000   | 585.000    | 585.000   |
| 1     | 0   | 1   | 0   | 0   | 0   | POST   | /api/organizer/competition/9fa53988/finish    | 0.024 | 0.024  | 0.024   | 0.024  | 0.024  | 0.024  | 0.024  | 0.000  | 21.000    | 21.000    | 21.000     | 21.000    |
| 1     | 0   | 1   | 0   | 0   | 0   | POST   | /api/organizer/competition/9fa52eb0/finish    | 0.024 | 0.024  | 0.024   | 0.024  | 0.024  | 0.024  | 0.024  | 0.000  | 21.000    | 21.000    | 21.000     | 21.000    |
| 1     | 0   | 1   | 0   | 0   | 0   | POST   | /api/organizer/player/62855defe/disqualified  | 0.024 | 0.024  | 0.024   | 0.024  | 0.024  | 0.024  | 0.024  | 0.000  | 161.000   | 161.000   | 161.000    | 161.000   |
| 1     | 0   | 1   | 0   | 0   | 0   | POST   | /api/organizer/competition/9fa53737/finish    | 0.024 | 0.024  | 0.024   | 0.024  | 0.024  | 0.024  | 0.024  | 0.000  | 21.000    | 21.000    | 21.000     | 21.000    |
| 1     | 0   | 1   | 0   | 0   | 0   | POST   | /api/organizer/competition/9fa5308f/finish    | 0.024 | 0.024  | 0.024   | 0.024  | 0.024  | 0.024  | 0.024  | 0.000  | 21.000    | 21.000    | 21.000     | 21.000    |
| 1     | 0   | 1   | 0   | 0   | 0   | POST   | /api/organizer/player/60aef03ed/disqualified  | 0.024 | 0.024  | 0.024   | 0.024  | 0.024  | 0.024  | 0.024  | 0.000  | 157.000   | 157.000   | 157.000    | 157.000   |
| 2     | 0   | 2   | 0   | 0   | 0   | GET    | /api/player/player/9fa527fc                   | 0.012 | 0.012  | 0.024   | 0.012  | 0.012  | 0.012  | 0.012  | 0.000  | 783.000   | 783.000   | 1566.000   | 783.000   |
| 1     | 0   | 1   | 0   | 0   | 0   | POST   | /api/organizer/player/62f89e56b/disqualified  | 0.024 | 0.024  | 0.024   | 0.024  | 0.024  | 0.024  | 0.024  | 0.000  | 154.000   | 154.000   | 154.000    | 154.000   |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/player/player/9fa52a24                   | 0.020 | 0.020  | 0.020   | 0.020  | 0.020  | 0.020  | 0.020  | 0.000  | 688.000   | 688.000   | 688.000    | 688.000   |
| 1     | 0   | 1   | 0   | 0   | 0   | POST   | /api/organizer/competition/9fa52d56/finish    | 0.020 | 0.020  | 0.020   | 0.020  | 0.020  | 0.020  | 0.020  | 0.000  | 21.000    | 21.000    | 21.000     | 21.000    |
| 2     | 0   | 2   | 0   | 0   | 0   | GET    | /api/player/player/9fa52839                   | 0.008 | 0.012  | 0.020   | 0.010  | 0.012  | 0.012  | 0.012  | 0.002  | 569.000   | 672.000   | 1241.000   | 620.500   |
| 1     | 0   | 1   | 0   | 0   | 0   | POST   | /api/organizer/player/9fa5251f/disqualified   | 0.020 | 0.020  | 0.020   | 0.020  | 0.020  | 0.020  | 0.020  | 0.000  | 157.000   | 157.000   | 157.000    | 157.000   |
