+-------+-----+-----+-----+-----+-----+--------+-----------------------------------------------+-------+--------+---------+--------+--------+--------+--------+--------+-----------+-----------+------------+-----------+
| COUNT | 1XX | 2XX | 3XX | 4XX | 5XX | METHOD |                      URI                      |  MIN  |  MAX   |   SUM   |  AVG   |  P90   |  P95   |  P99   | STDDEV | MIN(BODY) | MAX(BODY) | SUM(BODY)  | AVG(BODY) |
| 2     | 0   | 2   | 0   | 0   | 0   | GET    | /api/player/player/a81ea2bc                   | 1.772 | 2.648  | 4.420   | 2.210  | 2.648  | 2.648  | 2.648  | 0.438  | 2086.000  | 2086.000  | 4172.000   | 2086.000  |
| 2     | 0   | 2   | 0   | 0   | 0   | POST   | /api/organizer/competition/9fa53832/score     | 2.060 | 2.344  | 4.404   | 2.202  | 2.344  | 2.344  | 2.344  | 0.142  | 54.000    | 54.000    | 108.000    | 54.000    |
| 2     | 0   | 2   | 0   | 0   | 0   | POST   | /api/organizer/competition/9fa52525/score     | 1.948 | 2.404  | 4.352   | 2.176  | 2.404  | 2.404  | 2.404  | 0.228  | 53.000    | 53.000    | 106.000    | 53.000    |
| 2     | 0   | 2   | 0   | 0   | 0   | GET    | /api/player/player/6569c323                   | 1.784 | 2.556  | 4.340   | 2.170  | 2.556  | 2.556  | 2.556  | 0.386  | 2417.000  | 2417.000  | 4834.000   | 2417.000  |
| 2     | 0   | 2   | 0   | 0   | 0   | POST   | /api/organizer/competition/9fa5278c/score     | 2.000 | 2.044  | 4.044   | 2.022  | 2.044  | 2.044  | 2.044  | 0.022  | 53.000    | 53.000    | 106.000    | 53.000    |
| 2     | 0   | 2   | 0   | 0   | 0   | GET    | /api/player/player/2681fa954                  | 1.628 | 2.396  | 4.024   | 2.012  | 2.396  | 2.396  | 2.396  | 0.384  | 2322.000  | 2322.000  | 4644.000   | 2322.000  |
| 2     | 0   | 2   | 0   | 0   | 0   | POST   | /api/organizer/competition/9fa5365a/score     | 1.968 | 2.036  | 4.004   | 2.002  | 2.036  | 2.036  | 2.036  | 0.034  | 54.000    | 54.000    | 108.000    | 54.000    |
| 2     | 0   | 2   | 0   | 0   | 0   | GET    | /api/player/player/1c40a0bf9                  | 1.260 | 2.452  | 3.712   | 1.856  | 2.452  | 2.452  | 2.452  | 0.596  | 2420.000  | 2420.000  | 4840.000   | 2420.000  |
| 2     | 0   | 2   | 0   | 0   | 0   | POST   | /api/organizer/competition/9fa52c5b/score     | 1.676 | 1.976  | 3.652   | 1.826  | 1.976  | 1.976  | 1.976  | 0.150  | 54.000    | 54.000    | 108.000    | 54.000    |
| 3     | 0   | 3   | 0   | 0   | 0   | GET    | /api/player/player/43d5faf0e                  | 0.260 | 2.916  | 3.652   | 1.217  | 2.916  | 2.916  | 2.916  | 1.204  | 1987.000  | 2105.000  | 6079.000   | 2026.333  |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/player/player/9fa530b1                   | 3.620 | 3.620  | 3.620   | 3.620  | 3.620  | 3.620  | 3.620  | 0.000  | 297.000   | 297.000   | 297.000    | 297.000   |
| 2     | 0   | 2   | 0   | 0   | 0   | GET    | /api/player/competition/5eb1490d8/ranking     | 1.460 | 2.028  | 3.488   | 1.744  | 2.028  | 2.028  | 2.028  | 0.284  | 14734.000 | 14734.000 | 29468.000  | 14734.000 |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/player/player/2a73c6e3e                  | 3.388 | 3.388  | 3.388   | 3.388  | 3.388  | 3.388  | 3.388  | 0.000  | 2321.000  | 2321.000  | 2321.000   | 2321.000  |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/player/player/9fa5316d                   | 3.364 | 3.364  | 3.364   | 3.364  | 3.364  | 3.364  | 3.364  | 0.000  | 297.000   | 297.000   | 297.000    | 297.000   |
| 1     | 0   | 1   | 0   | 0   | 0   | POST   | /api/organizer/competition/9fa52eb0/score     | 3.328 | 3.328  | 3.328   | 3.328  | 3.328  | 3.328  | 3.328  | 0.000  | 54.000    | 54.000    | 54.000     | 54.000    |
| 2     | 0   | 2   | 0   | 0   | 0   | POST   | /api/organizer/competition/9fa52e56/score     | 1.212 | 2.068  | 3.280   | 1.640  | 2.068  | 2.068  | 2.068  | 0.428  | 53.000    | 53.000    | 106.000    | 53.000    |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/player/player/48bb6764d                  | 3.172 | 3.172  | 3.172   | 3.172  | 3.172  | 3.172  | 3.172  | 0.000  | 1749.000  | 1749.000  | 1749.000   | 1749.000  |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/player/player/2264460f1                  | 3.124 | 3.124  | 3.124   | 3.124  | 3.124  | 3.124  | 3.124  | 0.000  | 2432.000  | 2432.000  | 2432.000   | 2432.000  |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/player/player/9fa53030                   | 3.116 | 3.116  | 3.116   | 3.116  | 3.116  | 3.116  | 3.116  | 0.000  | 281.000   | 281.000   | 281.000    | 281.000   |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/player/player/1e1b03a03                  | 3.112 | 3.112  | 3.112   | 3.112  | 3.112  | 3.112  | 3.112  | 0.000  | 2317.000  | 2317.000  | 2317.000   | 2317.000  |
| 2     | 0   | 2   | 0   | 0   | 0   | POST   | /api/organizer/competition/9fa5302e/score     | 1.508 | 1.560  | 3.068   | 1.534  | 1.560  | 1.560  | 1.560  | 0.026  | 53.000    | 53.000    | 106.000    | 53.000    |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/player/player/9fa530c5                   | 3.016 | 3.016  | 3.016   | 3.016  | 3.016  | 3.016  | 3.016  | 0.000  | 297.000   | 297.000   | 297.000    | 297.000   |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/player/player/45d050831                  | 2.952 | 2.952  | 2.952   | 2.952  | 2.952  | 2.952  | 2.952  | 0.000  | 2140.000  | 2140.000  | 2140.000   | 2140.000  |
| 99    | 0   | 99  | 0   | 0   | 0   | GET    | /api/player/competition/9fa5393c/ranking      | 0.008 | 0.104  | 2.936   | 0.030  | 0.052  | 0.068  | 0.104  | 0.018  | 305.000   | 305.000   | 30195.000  | 305.000   |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/player/player/3f7183290                  | 2.828 | 2.828  | 2.828   | 2.828  | 2.828  | 2.828  | 2.828  | 0.000  | 2080.000  | 2080.000  | 2080.000   | 2080.000  |
| 1     | 0   | 1   | 0   | 0   | 0   | POST   | /initialize                                   | 2.772 | 2.772  | 2.772   | 2.772  | 2.772  | 2.772  | 2.772  | 0.000  | 55.000    | 55.000    | 55.000     | 55.000    |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/player/player/28a1e8344                  | 2.600 | 2.600  | 2.600   | 2.600  | 2.600  | 2.600  | 2.600  | 0.000  | 1994.000  | 1994.000  | 1994.000   | 1994.000  |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/player/player/9fa52fdd                   | 2.548 | 2.548  | 2.548   | 2.548  | 2.548  | 2.548  | 2.548  | 0.000  | 281.000   | 281.000   | 281.000    | 281.000   |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/player/competition/22c60dce0/ranking     | 2.540 | 2.540  | 2.540   | 2.540  | 2.540  | 2.540  | 2.540  | 0.000  | 7081.000  | 7081.000  | 7081.000   | 7081.000  |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/player/player/58d22e212                  | 2.504 | 2.504  | 2.504   | 2.504  | 2.504  | 2.504  | 2.504  | 0.000  | 1664.000  | 1664.000  | 1664.000   | 1664.000  |
| 1     | 0   | 0   | 0   | 1   | 0   | POST   | /api/organizer/competition/9fa53bd9/score     | 2.504 | 2.504  | 2.504   | 2.504  | 2.504  | 2.504  | 2.504  | 0.000  | 0.000     | 0.000     | 0.000      | 0.000     |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/player/player/5c1ecfb81                  | 2.476 | 2.476  | 2.476   | 2.476  | 2.476  | 2.476  | 2.476  | 0.000  | 1766.000  | 1766.000  | 1766.000   | 1766.000  |
| 2     | 0   | 1   | 0   | 1   | 0   | GET    | /api/player/player/9fa52a5d                   | 0.004 | 2.468  | 2.472   | 1.236  | 2.468  | 2.468  | 2.468  | 1.232  | 0.000     | 585.000   | 585.000    | 292.500   |
| 2     | 0   | 2   | 0   | 0   | 0   | GET    | /api/player/player/3fed7d73d                  | 0.248 | 2.196  | 2.444   | 1.222  | 2.196  | 2.196  | 2.196  | 0.974  | 1892.000  | 2010.000  | 3902.000   | 1951.000  |
| 2     | 0   | 1   | 0   | 1   | 0   | GET    | /api/player/player/9fa52ff2                   | 0.756 | 1.632  | 2.388   | 1.194  | 1.632  | 1.632  | 1.632  | 0.438  | 0.000     | 281.000   | 281.000    | 140.500   |
| 3     | 0   | 2   | 0   | 1   | 0   | GET    | /api/player/player/9fa527e3                   | 0.024 | 2.332  | 2.356   | 0.785  | 2.332  | 2.332  | 2.332  | 1.094  | 0.000     | 672.000   | 1036.000   | 345.333   |
| 2     | 0   | 2   | 0   | 0   | 0   | GET    | /api/player/player/506057f57                  | 0.368 | 1.948  | 2.316   | 1.158  | 1.948  | 1.948  | 1.948  | 0.790  | 1537.000  | 1537.000  | 3074.000   | 1537.000  |
| 1     | 0   | 1   | 0   | 0   | 0   | POST   | /api/organizer/competition/9fa53ac2/score     | 2.312 | 2.312  | 2.312   | 2.312  | 2.312  | 2.312  | 2.312  | 0.000  | 53.000    | 53.000    | 53.000     | 53.000    |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/player/player/43e67f6f8                  | 2.264 | 2.264  | 2.264   | 2.264  | 2.264  | 2.264  | 2.264  | 0.000  | 2137.000  | 2137.000  | 2137.000   | 2137.000  |
| 2     | 0   | 2   | 0   | 0   | 0   | GET    | /api/player/player/e8cbf29a                   | 0.272 | 1.980  | 2.252   | 1.126  | 1.980  | 1.980  | 1.980  | 0.854  | 2108.000  | 2226.000  | 4334.000   | 2167.000  |
| 1     | 0   | 1   | 0   | 0   | 0   | POST   | /api/organizer/competition/9fa52aad/score     | 2.240 | 2.240  | 2.240   | 2.240  | 2.240  | 2.240  | 2.240  | 0.000  | 53.000    | 53.000    | 53.000     | 53.000    |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/player/player/21aedda1b                  | 2.216 | 2.216  | 2.216   | 2.216  | 2.216  | 2.216  | 2.216  | 0.000  | 2319.000  | 2319.000  | 2319.000   | 2319.000  |
| 1     | 0   | 1   | 0   | 0   | 0   | POST   | /api/organizer/competition/9fa52e2b/score     | 2.216 | 2.216  | 2.216   | 2.216  | 2.216  | 2.216  | 2.216  | 0.000  | 53.000    | 53.000    | 53.000     | 53.000    |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/player/player/53c670199                  | 2.140 | 2.140  | 2.140   | 2.140  | 2.140  | 2.140  | 2.140  | 0.000  | 1764.000  | 1764.000  | 1764.000   | 1764.000  |
| 1     | 0   | 0   | 0   | 1   | 0   | GET    | /api/player/player/9fa527b1                   | 2.124 | 2.124  | 2.124   | 2.124  | 2.124  | 2.124  | 2.124  | 0.000  | 0.000     | 0.000     | 0.000      | 0.000     |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/player/player/247c5cd4d                  | 2.116 | 2.116  | 2.116   | 2.116  | 2.116  | 2.116  | 2.116  | 0.000  | 2421.000  | 2421.000  | 2421.000   | 2421.000  |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/player/player/609b09057                  | 2.088 | 2.088  | 2.088   | 2.088  | 2.088  | 2.088  | 2.088  | 0.000  | 1405.000  | 1405.000  | 1405.000   | 1405.000  |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/player/player/9fa52fe9                   | 2.076 | 2.076  | 2.076   | 2.076  | 2.076  | 2.076  | 2.076  | 0.000  | 281.000   | 281.000   | 281.000    | 281.000   |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/player/player/1e75a92e7                  | 2.068 | 2.068  | 2.068   | 2.068  | 2.068  | 2.068  | 2.068  | 0.000  | 2183.000  | 2183.000  | 2183.000   | 2183.000  |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/player/player/565cb78eb                  | 2.048 | 2.048  | 2.048   | 2.048  | 2.048  | 2.048  | 2.048  | 0.000  | 1659.000  | 1659.000  | 1659.000   | 1659.000  |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/player/player/9fa53020                   | 2.012 | 2.012  | 2.012   | 2.012  | 2.012  | 2.012  | 2.012  | 0.000  | 281.000   | 281.000   | 281.000    | 281.000   |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/player/player/114f3f6a2                  | 2.008 | 2.008  | 2.008   | 2.008  | 2.008  | 2.008  | 2.008  | 0.000  | 2210.000  | 2210.000  | 2210.000   | 2210.000  |
| 1     | 0   | 1   | 0   | 0   | 0   | POST   | /api/organizer/competition/9fa5346d/score     | 1.968 | 1.968  | 1.968   | 1.968  | 1.968  | 1.968  | 1.968  | 0.000  | 53.000    | 53.000    | 53.000     | 53.000    |
| 2     | 0   | 2   | 0   | 0   | 0   | GET    | /api/player/player/8dd22718                   | 0.236 | 1.712  | 1.948   | 0.974  | 1.712  | 1.712  | 1.712  | 0.738  | 2177.000  | 2295.000  | 4472.000   | 2236.000  |
| 2     | 0   | 2   | 0   | 0   | 0   | GET    | /api/player/player/9fa53133                   | 0.776 | 1.168  | 1.944   | 0.972  | 1.168  | 1.168  | 1.168  | 0.196  | 297.000   | 297.000   | 594.000    | 297.000   |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/player/player/9fa53089                   | 1.928 | 1.928  | 1.928   | 1.928  | 1.928  | 1.928  | 1.928  | 0.000  | 297.000   | 297.000   | 297.000    | 297.000   |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/player/player/9fa53040                   | 1.920 | 1.920  | 1.920   | 1.920  | 1.920  | 1.920  | 1.920  | 0.000  | 297.000   | 297.000   | 297.000    | 297.000   |
| 2     | 0   | 2   | 0   | 0   | 0   | GET    | /api/player/player/518dfb33a                  | 0.276 | 1.620  | 1.896   | 0.948  | 1.620  | 1.620  | 1.620  | 0.672  | 1641.000  | 1759.000  | 3400.000   | 1700.000  |
| 2     | 0   | 1   | 0   | 1   | 0   | GET    | /api/player/player/9fa528a8                   | 0.004 | 1.892  | 1.896   | 0.948  | 1.892  | 1.892  | 1.892  | 0.944  | 0.000     | 672.000   | 672.000    | 336.000   |
| 2     | 0   | 2   | 0   | 0   | 0   | POST   | /api/organizer/competition/9fa52a92/score     | 0.916 | 0.924  | 1.840   | 0.920  | 0.924  | 0.924  | 0.924  | 0.004  | 53.000    | 53.000    | 106.000    | 53.000    |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/player/competition/330412edb/ranking     | 1.816 | 1.816  | 1.816   | 1.816  | 1.816  | 1.816  | 1.816  | 0.000  | 14715.000 | 14715.000 | 14715.000  | 14715.000 |
| 1     | 0   | 1   | 0   | 0   | 0   | POST   | /api/organizer/competition/9fa53be3/score     | 1.816 | 1.816  | 1.816   | 1.816  | 1.816  | 1.816  | 1.816  | 0.000  | 53.000    | 53.000    | 53.000     | 53.000    |
| 101   | 0   | 89  | 0   | 12  | 0   | GET    | /api/player/competitions                      | 0.004 | 0.064  | 1.760   | 0.017  | 0.036  | 0.044  | 0.060  | 0.015  | 39.000    | 2856.000  | 118220.000 | 1170.495  |
| 1     | 0   | 0   | 0   | 1   | 0   | GET    | /api/player/player/9fa52835                   | 1.744 | 1.744  | 1.744   | 1.744  | 1.744  | 1.744  | 1.744  | 0.000  | 0.000     | 0.000     | 0.000      | 0.000     |
| 2     | 0   | 1   | 0   | 1   | 0   | GET    | /api/player/player/9fa5284b                   | 0.008 | 1.644  | 1.652   | 0.826  | 1.644  | 1.644  | 1.644  | 0.818  | 0.000     | 783.000   | 783.000    | 391.500   |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/player/player/26bf5deed                  | 1.592 | 1.592  | 1.592   | 1.592  | 1.592  | 1.592  | 1.592  | 0.000  | 2329.000  | 2329.000  | 2329.000   | 2329.000  |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/player/player/9fa53028                   | 1.560 | 1.560  | 1.560   | 1.560  | 1.560  | 1.560  | 1.560  | 0.000  | 281.000   | 281.000   | 281.000    | 281.000   |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/player/player/386e47125                  | 1.556 | 1.556  | 1.556   | 1.556  | 1.556  | 1.556  | 1.556  | 0.000  | 2226.000  | 2226.000  | 2226.000   | 2226.000  |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/player/player/3126c018b                  | 1.540 | 1.540  | 1.540   | 1.540  | 1.540  | 1.540  | 1.540  | 0.000  | 1710.000  | 1710.000  | 1710.000   | 1710.000  |
| 1     | 0   | 0   | 0   | 1   | 0   | GET    | /api/player/player/9fa52938                   | 1.528 | 1.528  | 1.528   | 1.528  | 1.528  | 1.528  | 1.528  | 0.000  | 0.000     | 0.000     | 0.000      | 0.000     |
| 2     | 0   | 2   | 0   | 0   | 0   | GET    | /api/player/player/2bc467a6d                  | 0.560 | 0.944  | 1.504   | 0.752  | 0.944  | 0.944  | 0.944  | 0.192  | 2106.000  | 2224.000  | 4330.000   | 2165.000  |
| 4     | 0   | 3   | 0   | 1   | 0   | GET    | /api/player/player/635b92596                  | 0.004 | 0.544  | 1.464   | 0.366  | 0.544  | 0.544  | 0.544  | 0.215  | 39.000    | 1076.000  | 3265.000   | 816.250   |
| 78    | 0   | 78  | 0   | 0   | 0   | GET    | /api/player/competition/9fa53038/ranking      | 0.008 | 0.040  | 1.452   | 0.019  | 0.028  | 0.032  | 0.040  | 0.007  | 1805.000  | 1805.000  | 140790.000 | 1805.000  |
| 4     | 0   | 3   | 0   | 1   | 0   | GET    | /api/player/player/62f7991a8                  | 0.020 | 0.504  | 1.436   | 0.359  | 0.504  | 0.504  | 0.504  | 0.198  | 39.000    | 929.000   | 2824.000   | 706.000   |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/player/player/4d02bca9d                  | 1.416 | 1.416  | 1.416   | 1.416  | 1.416  | 1.416  | 1.416  | 0.000  | 1863.000  | 1863.000  | 1863.000   | 1863.000  |
| 2     | 0   | 1   | 0   | 1   | 0   | GET    | /api/player/player/9fa528b6                   | 0.004 | 1.408  | 1.412   | 0.706  | 1.408  | 1.408  | 1.408  | 0.702  | 0.000     | 569.000   | 569.000    | 284.500   |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/player/player/2072c5370                  | 1.396 | 1.396  | 1.396   | 1.396  | 1.396  | 1.396  | 1.396  | 0.000  | 2192.000  | 2192.000  | 2192.000   | 2192.000  |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/player/player/9fa530c0                   | 1.388 | 1.388  | 1.388   | 1.388  | 1.388  | 1.388  | 1.388  | 0.000  | 297.000   | 297.000   | 297.000    | 297.000   |
| 2     | 0   | 1   | 0   | 1   | 0   | GET    | /api/player/player/9fa52a27                   | 0.016 | 1.368  | 1.384   | 0.692  | 1.368  | 1.368  | 1.368  | 0.676  | 0.000     | 801.000   | 801.000    | 400.500   |
| 2     | 0   | 1   | 0   | 1   | 0   | GET    | /api/player/player/9fa52a1a                   | 0.008 | 1.372  | 1.380   | 0.690  | 1.372  | 1.372  | 1.372  | 0.682  | 0.000     | 585.000   | 585.000    | 292.500   |
| 2     | 0   | 2   | 0   | 0   | 0   | GET    | /api/player/player/19dec8211                  | 0.560 | 0.772  | 1.332   | 0.666  | 0.772  | 0.772  | 0.772  | 0.106  | 2190.000  | 2190.000  | 4380.000   | 2190.000  |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/player/player/57aea4599                  | 1.320 | 1.320  | 1.320   | 1.320  | 1.320  | 1.320  | 1.320  | 0.000  | 1676.000  | 1676.000  | 1676.000   | 1676.000  |
| 2     | 0   | 2   | 0   | 0   | 0   | GET    | /api/player/player/1db0fc106                  | 0.424 | 0.800  | 1.224   | 0.612  | 0.800  | 0.800  | 0.800  | 0.188  | 2058.000  | 2058.000  | 4116.000   | 2058.000  |
| 2     | 0   | 2   | 0   | 0   | 0   | POST   | /api/organizer/competition/9fa53b9c/score     | 0.448 | 0.716  | 1.164   | 0.582  | 0.716  | 0.716  | 0.716  | 0.134  | 53.000    | 53.000    | 106.000    | 53.000    |
| 37    | 0   | 36  | 0   | 1   | 0   | POST   | /api/organizer/competitions/add               | 0.008 | 0.072  | 1.104   | 0.030  | 0.048  | 0.064  | 0.072  | 0.014  | 39.000    | 195.000   | 5965.000   | 161.216   |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/player/player/1f8f0fbf4                  | 1.092 | 1.092  | 1.092   | 1.092  | 1.092  | 1.092  | 1.092  | 0.000  | 2213.000  | 2213.000  | 2213.000   | 2213.000  |
| 2     | 0   | 2   | 0   | 0   | 0   | POST   | /api/organizer/competition/9fa532a8/score     | 0.504 | 0.576  | 1.080   | 0.540  | 0.576  | 0.576  | 0.576  | 0.036  | 53.000    | 53.000    | 106.000    | 53.000    |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/player/player/bb5a57a5                   | 1.064 | 1.064  | 1.064   | 1.064  | 1.064  | 1.064  | 1.064  | 0.000  | 2401.000  | 2401.000  | 2401.000   | 2401.000  |
| 1     | 0   | 0   | 0   | 1   | 0   | GET    | /api/player/player/9fa527a2                   | 1.036 | 1.036  | 1.036   | 1.036  | 1.036  | 1.036  | 1.036  | 0.000  | 0.000     | 0.000     | 0.000      | 0.000     |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/player/player/2314bb642                  | 1.016 | 1.016  | 1.016   | 1.016  | 1.016  | 1.016  | 1.016  | 0.000  | 2514.000  | 2514.000  | 2514.000   | 2514.000  |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/player/player/584ecae37                  | 1.012 | 1.012  | 1.012   | 1.012  | 1.012  | 1.012  | 1.012  | 0.000  | 1653.000  | 1653.000  | 1653.000   | 1653.000  |
| 1     | 0   | 1   | 0   | 0   | 0   | POST   | /api/organizer/competition/9fa53757/score     | 0.984 | 0.984  | 0.984   | 0.984  | 0.984  | 0.984  | 0.984  | 0.000  | 53.000    | 53.000    | 53.000     | 53.000    |
| 40    | 0   | 40  | 0   | 0   | 0   | GET    | /api/player/competition/9fa53757/ranking      | 0.012 | 0.080  | 0.936   | 0.023  | 0.032  | 0.036  | 0.080  | 0.012  | 5209.000  | 5209.000  | 208360.000 | 5209.000  |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/player/competition/20e8f0aed/ranking     | 0.864 | 0.864  | 0.864   | 0.864  | 0.864  | 0.864  | 0.864  | 0.000  | 14712.000 | 14712.000 | 14712.000  | 14712.000 |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/player/player/259240f53                  | 0.828 | 0.828  | 0.828   | 0.828  | 0.828  | 0.828  | 0.828  | 0.000  | 2195.000  | 2195.000  | 2195.000   | 2195.000  |
| 1     | 0   | 0   | 0   | 1   | 0   | GET    | /api/player/player/9fa52a74                   | 0.800 | 0.800  | 0.800   | 0.800  | 0.800  | 0.800  | 0.800  | 0.000  | 0.000     | 0.000     | 0.000      | 0.000     |
| 2     | 0   | 2   | 0   | 0   | 0   | GET    | /api/player/player/105625e43                  | 0.260 | 0.536  | 0.796   | 0.398  | 0.536  | 0.536  | 0.536  | 0.138  | 2188.000  | 2188.000  | 4376.000   | 2188.000  |
| 1     | 0   | 1   | 0   | 0   | 0   | POST   | /api/organizer/competition/9fa52cc0/score     | 0.788 | 0.788  | 0.788   | 0.788  | 0.788  | 0.788  | 0.788  | 0.000  | 53.000    | 53.000    | 53.000     | 53.000    |
| 2     | 0   | 2   | 0   | 0   | 0   | GET    | /api/player/player/2fb5f6e71                  | 0.376 | 0.396  | 0.772   | 0.386  | 0.396  | 0.396  | 0.396  | 0.010  | 2097.000  | 2097.000  | 4194.000   | 2097.000  |
| 1     | 0   | 0   | 0   | 1   | 0   | POST   | /api/organizer/competition/9fa53c99/score     | 0.720 | 0.720  | 0.720   | 0.720  | 0.720  | 0.720  | 0.720  | 0.000  | 0.000     | 0.000     | 0.000      | 0.000     |
| 41    | 0   | 41  | 0   | 0   | 0   | GET    | /api/player/competition/9fa532e3/ranking      | 0.008 | 0.056  | 0.716   | 0.017  | 0.032  | 0.036  | 0.056  | 0.010  | 927.000   | 927.000   | 38007.000  | 927.000   |
| 2     | 0   | 2   | 0   | 0   | 0   | GET    | /api/player/player/4248b2d4c                  | 0.272 | 0.360  | 0.632   | 0.316  | 0.360  | 0.360  | 0.360  | 0.044  | 1546.000  | 1546.000  | 3092.000   | 1546.000  |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/player/player/3c9a3ff43                  | 0.628 | 0.628  | 0.628   | 0.628  | 0.628  | 0.628  | 0.628  | 0.000  | 2207.000  | 2207.000  | 2207.000   | 2207.000  |
| 2     | 0   | 2   | 0   | 0   | 0   | GET    | /api/player/player/7e169888                   | 0.252 | 0.316  | 0.568   | 0.284  | 0.316  | 0.316  | 0.316  | 0.032  | 1844.000  | 1844.000  | 3688.000   | 1844.000  |
| 2     | 0   | 2   | 0   | 0   | 0   | GET    | /api/player/player/9fa52a2b                   | 0.004 | 0.512  | 0.516   | 0.258  | 0.512  | 0.512  | 0.512  | 0.254  | 585.000   | 801.000   | 1386.000   | 693.000   |
| 24    | 0   | 24  | 0   | 0   | 0   | GET    | /api/player/competition/9fa5346d/ranking      | 0.012 | 0.036  | 0.512   | 0.021  | 0.028  | 0.028  | 0.036  | 0.006  | 9362.000  | 9362.000  | 224688.000 | 9362.000  |
| 21    | 0   | 21  | 0   | 0   | 0   | GET    | /api/player/competition/9fa52e2b/ranking      | 0.016 | 0.044  | 0.500   | 0.024  | 0.032  | 0.032  | 0.044  | 0.007  | 9504.000  | 9504.000  | 199584.000 | 9504.000  |
| 11    | 0   | 6   | 0   | 5   | 0   | POST   | /api/admin/tenants/add                        | 0.004 | 0.220  | 0.496   | 0.045  | 0.060  | 0.220  | 0.220  | 0.060  | 39.000    | 194.000   | 1300.000   | 118.182   |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/player/player/1676e7751                  | 0.496 | 0.496  | 0.496   | 0.496  | 0.496  | 0.496  | 0.496  | 0.000  | 2394.000  | 2394.000  | 2394.000   | 2394.000  |
| 4     | 0   | 3   | 0   | 1   | 0   | GET    | /api/player/player/62f89e56b                  | 0.004 | 0.184  | 0.468   | 0.117  | 0.184  | 0.184  | 0.184  | 0.068  | 39.000    | 792.000   | 2413.000   | 603.250   |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/player/player/36b877033                  | 0.456 | 0.456  | 0.456   | 0.456  | 0.456  | 0.456  | 0.456  | 0.000  | 2212.000  | 2212.000  | 2212.000   | 2212.000  |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/player/player/61e5574b                   | 0.436 | 0.436  | 0.436   | 0.436  | 0.436  | 0.436  | 0.436  | 0.000  | 2222.000  | 2222.000  | 2222.000   | 2222.000  |
| 18    | 0   | 18  | 0   | 0   | 0   | GET    | /api/player/competition/9fa536bf/ranking      | 0.012 | 0.068  | 0.432   | 0.024  | 0.044  | 0.068  | 0.068  | 0.014  | 2582.000  | 2582.000  | 46476.000  | 2582.000  |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/player/player/1b2338ca9                  | 0.432 | 0.432  | 0.432   | 0.432  | 0.432  | 0.432  | 0.432  | 0.000  | 2304.000  | 2304.000  | 2304.000   | 2304.000  |
